     Inode Address Inode Number              Path
0xffff88000e001558                      7270 /dev/char/4:3
0xffff88000e001018                      7268 /dev/char/4:28
0xffff88000e000ad8                      7266 /dev/char/4:29
0xffff88000e000598                      7264 /dev/char/4:27
0xffff88000e000058                      7262 /dev/char/4:26
0xffff88000f147a98                      7260 /dev/char/4:24
0xffff88000f147558                      7258 /dev/char/4:25
0xffff88000f147018                      7256 /dev/char/4:22
0xffff88000f146ad8                      7254 /dev/char/4:23
0xffff88000f146598                      7252 /dev/char/4:20
0xffff88000f146058                      7250 /dev/char/4:21
0xffff88000f3afa98                      7248 /dev/char/4:2
0xffff88000f3af558                      7246 /dev/char/4:19
0xffff88000f3af018                      7244 /dev/char/4:18
0xffff88000f3aead8                      7242 /dev/char/4:17
0xffff88000f3ae598                      7240 /dev/char/4:16
0xffff88000f3ae058                      7238 /dev/char/4:15
0xffff88000007fa98                      7236 /dev/char/4:14
0xffff88000007f558                      7234 /dev/char/4:13
0xffff88000007f018                      7232 /dev/char/4:12
0xffff88000007ead8                      7230 /dev/char/4:11
0xffff88000007e598                      7228 /dev/char/4:10
0xffff88000007e058                      7226 /dev/char/4:1
0xffff88000ecefa98                      7224 /dev/char/4:0
0xffff88000ecef558                      7222 /dev/char/5:0
0xffff88000ecef018                      7220 /dev/char/5:2
0xffff88000eceead8                      7218 /dev/char/5:1
0xffff88000ecee598                      7216 /dev/char/108:0
0xffff88000e02bd38                      7213 /dev/char/10:63
0xffff88000e02b7f8                      7211 /dev/char/10:223
0xffff88000e02b2b8                      7209 /dev/char/10:200
0xffff88000e02ad78                      7207 /dev/char/10:231
0xffff88000e02a838                      7205 /dev/char/10:62
0xffff88000e02a2f8                      7203 /dev/char/10:1
0xffff88000f3c1d38                      7201 /dev/char/10:58
0xffff88000f3c17f8                      7199 /dev/char/10:59
0xffff88000f3c12b8                      7197 /dev/char/10:184
0xffff88000f3c0d78                      7195 /dev/char/10:227
0xffff88000f3c0838                      7193 /dev/char/10:237
0xffff88000f3c02f8                      7191 /dev/char/10:228
0xffff88000e009d38                      7189 /dev/char/10:229
0xffff88000e0097f8                      7187 /dev/char/10:61
0xffff88000e0092b8                      7185 /dev/char/10:236
0xffff88000e008d78                      7183 /dev/char/10:60
0xffff88000e008838                      7181 /dev/char/1:5
0xffff88000e0082f8                      7179 /dev/char/1:9
0xffff88000f3bfd38                      7177 /dev/char/1:8
0xffff88000f3bf7f8                      7175 /dev/char/1:4
0xffff88000f3bf2b8                      7173 /dev/char/1:3
0xffff88000f3bed78                      7171 /dev/char/1:1
0xffff88000f3be838                      7169 /dev/char/1:11
0xffff88000f3be2f8                      7167 /dev/char/1:7
0xffff88000f157d38                      7165 /dev/char/13:63
0xffff88000f1577f8                      7163 /dev/char/13:65
0xffff88000f156d78                      7159 /dev/char/4:64
0xffff88000f156058                      7154 /dev/char/254:0
0xffff88000e00fa98                      7152 /dev/char/4:73
0xffff88000e00f558                      7150 /dev/char/4:72
0xffff88000e00f018                      7148 /dev/char/4:71
0xffff88000e00e838                      7145 /dev/char/4:70
0xffff88000e00e2f8                      7143 /dev/char/4:69
0xffff88000e025d38                      7141 /dev/char/4:68
0xffff88000e0257f8                      7139 /dev/char/4:95
0xffff88000e0252b8                      7137 /dev/char/4:94
0xffff88000e024d78                      7135 /dev/char/4:67
0xffff88000e024838                      7133 /dev/char/4:93
0xffff88000e0242f8                      7131 /dev/char/4:92
0xffff88000f3b1d38                      7129 /dev/char/4:91
0xffff88000f3b17f8                      7127 /dev/char/4:90
0xffff88000f3b12b8                      7125 /dev/char/4:89
0xffff88000f3b0d78                      7123 /dev/char/4:88
0xffff88000f3b0838                      7121 /dev/char/4:87
0xffff88000f3b02f8                      7119 /dev/char/4:86
0xffff88000f39bd38                      7117 /dev/char/4:85
0xffff88000f39b7f8                      7115 /dev/char/4:84
0xffff88000f39b2b8                      7113 /dev/char/4:66
0xffff88000f39ad78                      7111 /dev/char/4:83
0xffff88000f39a838                      7109 /dev/char/4:82
0xffff88000f39a2f8                      7107 /dev/char/4:81
0xffff88000f3add38                      7105 /dev/char/4:80
0xffff88000f3ad7f8                      7103 /dev/char/4:79
0xffff88000f3ad2b8                      7101 /dev/char/4:78
0xffff88000f3acd78                      7099 /dev/char/4:77
0xffff88000f3ac838                      7097 /dev/char/4:76
0xffff88000f3ac2f8                      7095 /dev/char/4:75
0xffff88000ee1c838                      7093 /dev/char/4:74
0xffff88000ee1dd38                      7091 /dev/char/4:65
0xffff88000efee598                      7089 /dev/char/189:0
0xffff88000efefa98                      7087 /dev/char/189:384
0xffff88000ee5fa98                      7085 /dev/char/189:256
0xffff88000ee5f558                      7083 /dev/char/189:128
0xffff88000ee5f018                      7062 /dev/char/13:64
0xffff88000f0c1558                      6996 /dev/disk
0xffff88000e064598                      7388 /dev/disk/by-uuid
0xffff88000ce28058                     11258 /dev/disk/by-uuid/be600d3d-79ec-4332-8aff-90da541c469c
0xffff88000f151a98                      7421 /dev/disk/by-uuid/49fae49d-9f6e-4ea2-9066-fcf42109d42d
0xffff88000e0c7018                      7405 /dev/disk/by-uuid/d6fce19c-2e85-4924-822c-9dab4c908ef9
0xffff88000e064838                      7389 /dev/disk/by-uuid/4b18bd64-3ed4-4942-8287-c765e47f4c76
0xffff88000ef92ad8                      7002 /dev/disk/by-path
0xffff88000f1512b8                      7418 /dev/disk/by-path/pci-0000:00:01.1-scsi-0:0:0:0-part1
0xffff88000e0c6838                      7402 /dev/disk/by-path/pci-0000:00:01.1-scsi-0:0:0:0-part3
0xffff88000e063d38                      7385 /dev/disk/by-path/pci-0000:00:01.1-scsi-0:0:0:0-part2
0xffff88000f164838                      7325 /dev/disk/by-path/pci-0000:00:01.1-scsi-0:0:0:0
0xffff88000ef92d78                      7003 /dev/disk/by-path/pci-0000:00:01.1-scsi-0:0:1:0
0xffff88000f0c0ad8                      6997 /dev/disk/by-id
0xffff88000ce28598                     11272 /dev/disk/by-id/dm-name-sda2_crypt
0xffff8800091d0058                     11255 /dev/disk/by-id/dm-uuid-CRYPT-LUKS1-4b18bd643ed449428287c765e47f4c76-sda2_crypt_unformatted
0xffff88000f150ad8                      7415 /dev/disk/by-id/scsi-SATA_QEMU_HARDDISK_QM00001-part1
0xffff88000f1502f8                      7412 /dev/disk/by-id/ata-QEMU_HARDDISK_QM00001-part1
0xffff88000e0c6058                      7399 /dev/disk/by-id/scsi-SATA_QEMU_HARDDISK_QM00001-part3
0xffff88000e0657f8                      7396 /dev/disk/by-id/ata-QEMU_HARDDISK_QM00001-part3
0xffff88000e063558                      7382 /dev/disk/by-id/scsi-SATA_QEMU_HARDDISK_QM00001-part2
0xffff88000e062d78                      7379 /dev/disk/by-id/ata-QEMU_HARDDISK_QM00001-part2
0xffff88000f164058                      7322 /dev/disk/by-id/scsi-SATA_QEMU_HARDDISK_QM00001
0xffff88000e0597f8                      7319 /dev/disk/by-id/ata-QEMU_HARDDISK_QM00001
0xffff88000ef92058                      6998 /dev/disk/by-id/ata-QEMU_DVD-ROM_QM00002
0xffff88000ec7f2b8                      6901 /dev/block
0xffff8800091d02f8                     11242 /dev/block/252:0
0xffff88000f150058                      7411 /dev/block/8:1
0xffff88000e065018                      7395 /dev/block/8:3
0xffff88000e062ad8                      7378 /dev/block/8:2
0xffff88000e059558                      7318 /dev/block/8:0
0xffff88000ee5e2f8                      7023 /dev/block/1:9
0xffff88000efef7f8                      7019 /dev/block/1:8
0xffff88000efeed78                      7015 /dev/block/1:6
0xffff88000efee2f8                      7011 /dev/block/1:7
0xffff88000ef937f8                      7007 /dev/block/1:3
0xffff88000f126d78                      6995 /dev/block/11:0
0xffff88000ee1da98                      6990 /dev/block/1:4
0xffff88000ee1d018                      6986 /dev/block/1:5
0xffff88000ee1c598                      6982 /dev/block/1:12
0xffff88000f0c1d38                      6978 /dev/block/1:1
0xffff88000f0c12b8                      6974 /dev/block/1:14
0xffff88000f0c0838                      6970 /dev/block/1:15
0xffff88000ee29a98                      6966 /dev/block/1:13
0xffff88000f127558                      6962 /dev/block/1:0
0xffff88000f126598                      6958 /dev/block/1:10
0xffff88000f1262f8                      6954 /dev/block/1:11
0xffff88000f02a598                      6949 /dev/block/1:2
0xffff88000f02b018                      6941 /dev/block/7:3
0xffff88000ee297f8                      6934 /dev/block/7:7
0xffff88000ee28d78                      6930 /dev/block/7:0
0xffff88000ee282f8                      6925 /dev/block/7:6
0xffff88000f02b7f8                      6915 /dev/block/7:5
0xffff88000f02ad78                      6911 /dev/block/7:1
0xffff88000f02a2f8                      6907 /dev/block/7:2
0xffff88000ec7f558                      6902 /dev/block/7:4
0xffff88000ec7e598                      6847 /dev/btrfs-control
0xffff88000ec7e2f8                      6846 /dev/stderr
0xffff88000ec7e058                      6844 /dev/stdout
0xffff88000ec1bd38                      6842 /dev/stdin
0xffff88000ec1ba98                      6840 /dev/fd
0xffff88000ec1b7f8                      6837 /dev/core
0xffff88000ec1b2b8                      6818 /dev/.initramfs
0xffff88000ec1aad8                      6807 /dev/pts
0xffff88000ec1a838                      6780 /dev/network_throughput
0xffff88000ec1a598                      6779 /dev/network_latency
0xffff88000ec1a2f8                      6778 /dev/cpu_dma_latency
0xffff88000ec1a058                      6772 /dev/mcelog
0xffff880008bf1a98                      6765 /dev/mapper
0xffff88000b4c8058                     11275 /dev/mapper/sda2_crypt
0xffff880008bf1d38                      6766 /dev/mapper/control
0xffff880008bf1558                      6763 /dev/rtc0
0xffff880008bf12b8                      6762 /dev/uinput
0xffff880008bf0d78                      6760 /dev/psaux
0xffff880008bf0838                      6758 /dev/input
0xffff8800091e6838                      9623 /dev/input/event2
0xffff8800091e6598                      9622 /dev/input/mouse0
0xffff88000e00ed78                      8787 /dev/input/by-path
0xffff8800091e7a98                      9630 /dev/input/by-path/platform-i8042-serio-1-event-mouse
0xffff8800091e6d78                      9625 /dev/input/by-path/platform-i8042-serio-1-mouse
0xffff88000ef93558                      8788 /dev/input/by-path/platform-i8042-serio-0-event-kbd
0xffff880008bf17f8                      6764 /dev/input/event1
0xffff880008bf1018                      6761 /dev/input/event0
0xffff880008bf0ad8                      6759 /dev/input/mice
0xffff880008bbd2b8                      6750 /dev/sda3
0xffff880008bbd018                      6749 /dev/sda2
0xffff880008bbcd78                      6748 /dev/sda1
0xffff880008bbcad8                      6747 /dev/sg1
0xffff880008bbc838                      6746 /dev/sr0
0xffff880008bbc598                      6743 /dev/sda
0xffff880008b57a98                      6737 /dev/bus
0xffff880008b57d38                      6738 /dev/bus/usb
0xffff880008bf02f8                      6756 /dev/bus/usb/004
0xffff880008bf0598                      6757 /dev/bus/usb/004/001
0xffff880008bbdd38                      6754 /dev/bus/usb/003
0xffff880008bf0058                      6755 /dev/bus/usb/003/001
0xffff880008bbd7f8                      6752 /dev/bus/usb/002
0xffff880008bbda98                      6753 /dev/bus/usb/002/001
0xffff880008bbc058                      6739 /dev/bus/usb/001
0xffff880008bbc2f8                      6740 /dev/bus/usb/001/001
0xffff880008b57558                      6735 /dev/bsg
0xffff880008bbd558                      6751 /dev/bsg/0:0:1:0
0xffff880008b577f8                      6736 /dev/bsg/0:0:0:0
0xffff880008b572b8                      6729 /dev/sg0
0xffff880008b57018                      6727 /dev/ppp
0xffff880008b56ad8                      6725 /dev/net
0xffff880008b56d78                      6726 /dev/net/tun
0xffff880008b56838                      6724 /dev/loop7
0xffff880008b56598                      6721 /dev/loop6
0xffff880008b562f8                      6718 /dev/loop5
0xffff880008b56058                      6715 /dev/loop4
0xffff880008b45d38                      6712 /dev/loop3
0xffff880008b45a98                      6709 /dev/loop2
0xffff880008b457f8                      6706 /dev/loop1
0xffff880008b45558                      6703 /dev/loop0
0xffff880008b452b8                      6700 /dev/loop-control
0xffff880008b45018                      6699 /dev/ram15
0xffff880008b44d78                      6696 /dev/ram14
0xffff880008b44ad8                      6693 /dev/ram13
0xffff880008b44838                      6690 /dev/ram12
0xffff880008b44598                      6687 /dev/ram11
0xffff880008b442f8                      6684 /dev/ram10
0xffff880008b44058                      6681 /dev/ram9
0xffff880008b07d38                      6678 /dev/ram8
0xffff880008b07a98                      6675 /dev/ram7
0xffff880008b077f8                      6672 /dev/ram6
0xffff880008b07558                      6669 /dev/ram5
0xffff880008b072b8                      6666 /dev/ram4
0xffff880008b07018                      6663 /dev/ram3
0xffff880008b06d78                      6660 /dev/ram2
0xffff880008b06ad8                      6657 /dev/ram1
0xffff880008b06838                      6654 /dev/ram0
0xffff880008b06598                      6651 /dev/hpet
0xffff880008b062f8                      6649 /dev/ttyprintk
0xffff880008b06058                      6648 /dev/ttyS31
0xffff880008af1d38                      6647 /dev/ttyS30
0xffff880008af1a98                      6646 /dev/ttyS29
0xffff880008af17f8                      6645 /dev/ttyS28
0xffff880008af1558                      6644 /dev/ttyS27
0xffff880008af12b8                      6643 /dev/ttyS26
0xffff880008af1018                      6642 /dev/ttyS25
0xffff880008af0d78                      6641 /dev/ttyS24
0xffff880008af0ad8                      6640 /dev/ttyS23
0xffff880008af0838                      6639 /dev/ttyS22
0xffff880008af0598                      6638 /dev/ttyS21
0xffff880008af02f8                      6637 /dev/ttyS20
0xffff880008af0058                      6636 /dev/ttyS19
0xffff880008aefd38                      6635 /dev/ttyS18
0xffff880008aefa98                      6634 /dev/ttyS17
0xffff880008aef7f8                      6633 /dev/ttyS16
0xffff880008aef558                      6632 /dev/ttyS15
0xffff880008aef2b8                      6631 /dev/ttyS14
0xffff880008aef018                      6630 /dev/ttyS13
0xffff880008aeed78                      6629 /dev/ttyS12
0xffff880008aeead8                      6628 /dev/ttyS11
0xffff880008aee838                      6627 /dev/ttyS10
0xffff880008aee598                      6626 /dev/ttyS9
0xffff880008aee2f8                      6625 /dev/ttyS8
0xffff880008aee058                      6624 /dev/ttyS7
0xffff88000cc75d38                      6623 /dev/ttyS6
0xffff88000cc75a98                      6622 /dev/ttyS5
0xffff88000cc757f8                      6621 /dev/ttyS4
0xffff88000cc75558                      6620 /dev/ttyS3
0xffff88000cc752b8                      6619 /dev/ttyS2
0xffff88000cc75018                      6618 /dev/ttyS1
0xffff88000cc74d78                      6617 /dev/ttyS0
0xffff88000cc74ad8                      6616 /dev/ptmx
0xffff88000cc74598                      6612 /dev/fuse
0xffff88000cc742f8                      6611 /dev/ecryptfs
0xffff88000cc74058                      6592 /dev/snapshot
0xffff88000cc13a98                      6590 /dev/cpu
0xffff88000cc13d38                      6591 /dev/cpu/microcode
0xffff88000cc137f8                      5370 /dev/tty63
0xffff88000cc13558                      5369 /dev/tty62
0xffff88000cc132b8                      5368 /dev/tty61
0xffff88000cc13018                      5367 /dev/tty60
0xffff88000cc12d78                      5366 /dev/tty59
0xffff88000cc12ad8                      5365 /dev/tty58
0xffff88000cc12838                      5364 /dev/tty57
0xffff88000cc12598                      5363 /dev/tty56
0xffff88000cc122f8                      5362 /dev/tty55
0xffff88000cc12058                      5361 /dev/tty54
0xffff88000cc0dd38                      5360 /dev/tty53
0xffff88000cc0da98                      5359 /dev/tty52
0xffff88000cc0d7f8                      5358 /dev/tty51
0xffff88000cc0d558                      5357 /dev/tty50
0xffff88000cc0d2b8                      5356 /dev/tty49
0xffff88000cc0d018                      5355 /dev/tty48
0xffff88000cc0cd78                      5354 /dev/tty47
0xffff88000cc0cad8                      5353 /dev/tty46
0xffff88000cc0c838                      5352 /dev/tty45
0xffff88000cc0c598                      5351 /dev/tty44
0xffff88000cc0c2f8                      5350 /dev/tty43
0xffff88000cc0c058                      5349 /dev/tty42
0xffff88000d7fbd38                      5348 /dev/tty41
0xffff88000d7fba98                      5347 /dev/tty40
0xffff88000d7fb7f8                      5346 /dev/tty39
0xffff88000d7fb558                      5345 /dev/tty38
0xffff88000d7fb2b8                      5344 /dev/tty37
0xffff88000d7fb018                      5343 /dev/tty36
0xffff88000d7fad78                      5342 /dev/tty35
0xffff88000d7faad8                      5341 /dev/tty34
0xffff88000d7fa838                      5340 /dev/tty33
0xffff88000d7fa598                      5339 /dev/tty32
0xffff88000d7fa2f8                      5338 /dev/tty31
0xffff88000d7fa058                      5337 /dev/tty30
0xffff88000d7f5d38                      5336 /dev/tty29
0xffff88000d7f5a98                      5335 /dev/tty28
0xffff88000d7f57f8                      5334 /dev/tty27
0xffff88000d7f5558                      5333 /dev/tty26
0xffff88000d7f52b8                      5332 /dev/tty25
0xffff88000d7f5018                      5331 /dev/tty24
0xffff88000d7f4d78                      5330 /dev/tty23
0xffff88000d7f4ad8                      5329 /dev/tty22
0xffff88000d7f4838                      5328 /dev/tty21
0xffff88000d7f4598                      5327 /dev/tty20
0xffff88000d7f42f8                      5326 /dev/tty19
0xffff88000d7f4058                      5325 /dev/tty18
0xffff88000d7e1d38                      5324 /dev/tty17
0xffff88000d7e1a98                      5323 /dev/tty16
0xffff88000d7e17f8                      5322 /dev/tty15
0xffff88000d7e1558                      5321 /dev/tty14
0xffff88000d7e12b8                      5320 /dev/tty13
0xffff88000d7e1018                      5319 /dev/tty12
0xffff88000d7e0d78                      5318 /dev/tty11
0xffff88000d7e0ad8                      5317 /dev/tty10
0xffff88000d7e0838                      5316 /dev/tty9
0xffff88000d7e0598                      5315 /dev/tty8
0xffff88000d7e02f8                      5314 /dev/tty7
0xffff88000d7e0058                      5313 /dev/tty6
0xffff88000d7dbd38                      5312 /dev/tty5
0xffff88000d7dba98                      5311 /dev/tty4
0xffff88000d7db7f8                      5310 /dev/tty3
0xffff88000d7db558                      5309 /dev/tty2
0xffff88000d7db2b8                      5308 /dev/tty1
0xffff88000d7db018                      5307 /dev/vcsa1
0xffff88000d7dad78                      5306 /dev/vcs1
0xffff88000d7daad8                      5305 /dev/vcsa
0xffff88000d7da838                      5304 /dev/vcs
0xffff88000d7da598                      5303 /dev/tty0
0xffff88000d7da2f8                      5302 /dev/console
0xffff88000d7da058                      5301 /dev/tty
0xffff88000d691d38                      5300 /dev/kmsg
0xffff88000d691a98                      5299 /dev/urandom
0xffff88000d6917f8                      5298 /dev/random
0xffff88000d691558                      5297 /dev/full
0xffff88000d6912b8                      5296 /dev/zero
0xffff88000d691018                      5295 /dev/port
0xffff88000d690d78                      5294 /dev/null
0xffff88000d690ad8                      5293 /dev/mem
0xffff88000d690838                        33 /dev/rfkill
0xffff88000d690598                        25 /dev/vga_arbiter
0xffff88000cb1c488                         2 /
0xffff88000c4b0860                      2079 /selinux
0xffff88000cabd3e8                      1564 /lib64
0xffff88000cabd010                     37608 /lib64/ld-linux-x86-64.so.2
0xffff88000c4b1010                        12 /secure
0xffff88000cbb3b98                       318 /home
0xffff88000cb337c0                     36218 /home/toor
0xffff88000c4c2860                     37112 /home/toor/.bash_logout
0xffff88000c4b0c38                        42 /home/toor/.bash_history
               0x0 ------------------------- /home/toor/zero
               0x0 ------------------------- /home/toor/.terminfo
0xffff88000cb1d010                        30 /var
0xffff88000c4c3010                        44 /var/run
0xffff88000c529010                      7501 /var/mail
               0x0 ------------------------- /var/mail/toor
               0x0 ------------------------- /var/mail/root
0xffff88000c4bd3e8                       362 /var/spool
0xffff88000c4d1010                      6536 /var/spool/cron
0xffff88000c52b010                      6537 /var/spool/cron/crontabs
0xffff88000c4d13e8                     29819 /var/spool/cron/atjobs
0xffff88000cb1d3e8                        31 /var/lib
0xffff88000c41b010                      6871 /var/lib/dhcp
0xffff88000c41b3e8                        47 /var/lib/dhcp/dhclient.eth0.leases
0xffff88000c87b7c0                       356 /var/log
0xffff88000c4c20b0                      7519 /var/log/wtmp
               0x0 ------------------------- /var/log/wtmpx
0xffff88000c4bf3e8                      7503 /var/log/kern.log
0xffff88000c4bf010                      7056 /var/log/syslog
0xffff88000c4bec38                      7040 /var/log/auth.log
0xffff880000c2f7c0                       316 /bin
0xffff88000c5a4c38                     37456 /bin/ls
0xffff88000c5a5010                     37432 /bin/rm
0xffff88000c528c38                     37449 /bin/dd
0xffff88000c4dc860                      1556 /bin/login
0xffff88000c4c37c0                     28039 /bin/dbus-daemon
0xffff88000c833010                     37249 /bin/bash
0xffff880000c2e0b0                       196 /usr
0xffff88000c5280b0                       197 /usr/share
0xffff88000c44e860                    146860 /usr/share/locale-langpack
0xffff88000c5a40b0                    146876 /usr/share/locale-langpack/en
0xffff88000c5a4488                    146877 /usr/share/locale-langpack/en/LC_MESSAGES
0xffff88000c5a4860                    146882 /usr/share/locale-langpack/en/LC_MESSAGES/coreutils.mo
               0x0 ------------------------- /usr/share/locale-langpack/en.utf8
               0x0 ------------------------- /usr/share/locale-langpack/en.UTF-8
0xffff88000c44e488                    147459 /usr/share/locale-langpack/en_US
0xffff88000c44e0b0                    147460 /usr/share/locale-langpack/en_US/LC_MESSAGES
               0x0 ------------------------- /usr/share/locale-langpack/en_US/LC_MESSAGES/coreutils.mo
               0x0 ------------------------- /usr/share/locale-langpack/en_US.utf8
               0x0 ------------------------- /usr/share/locale-langpack/en_US.UTF-8
0xffff88000c44fb98                      1036 /usr/share/locale
0xffff88000c44f010                    143504 /usr/share/locale/en
0xffff88000c44ec38                    143505 /usr/share/locale/en/LC_MESSAGES
               0x0 ------------------------- /usr/share/locale/en/LC_MESSAGES/coreutils.mo
               0x0 ------------------------- /usr/share/locale/en.utf8
               0x0 ------------------------- /usr/share/locale/en.UTF-8
               0x0 ------------------------- /usr/share/locale/en_US
               0x0 ------------------------- /usr/share/locale/en_US.utf8
               0x0 ------------------------- /usr/share/locale/en_US.UTF-8
0xffff88000c44f7c0                      8783 /usr/share/locale/locale.alias
0xffff88000c52a488                      7504 /usr/local
0xffff88000c529b98                      7510 /usr/local/bin
               0x0 ------------------------- /usr/local/bin/setvtrgb
               0x0 ------------------------- /usr/local/bin/dd
               0x0 ------------------------- /usr/local/bin/free
0xffff88000c52a0b0                      7515 /usr/local/sbin
               0x0 ------------------------- /usr/local/sbin/setvtrgb
               0x0 ------------------------- /usr/local/sbin/dd
               0x0 ------------------------- /usr/local/sbin/free
0xffff880000c2f3e8                       204 /usr/sbin
               0x0 ------------------------- /usr/sbin/setvtrgb
               0x0 ------------------------- /usr/sbin/dd
               0x0 ------------------------- /usr/sbin/free
